Accesion No.,Book Title,Author,Rack No.,Classification,Condition,Copy,Source,Corrections
DC150,Chandraloka - Alankaras,Sankara Rama Sastri,R-16-B,,G,OC,DC,
DC151,Megha Sandesa,Unknown,R-16-B,,G,OC,DC,
DC152,Karnabharam of Bhasa,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC153,Shishubalavadha Mahakavyam,Gyanartha Sastri Pandeya,R-16-B,,G,OC,DC,
DC154,Madhyama Vyayoga of Bhasa,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC155,Madhyama Vyayoga of Bhasa,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC156,Shishubalavadha Mahakavyam,Gyanartha Sastri Pandeya,R-16-B,,G,OC,DC,
DC157,Kumarasambhavam,Parameshwardina Pandeya,R-16-B,,G,OC,DC,
DC158,Shishubalavadha Canto 1,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC159,Kumarasambhava Mahakavyam,Dr. Prabhunatha Trivedi,R-16-B,,G,OC,DC,
DC16,Sri Vishnu Sahasranama,Swami Tapasyananda,R-16-A,,G,OC,DC,
DC160,Hamsa Sandesa,Sri Lakshmi Prapnna Sarma,R-16-B,,G,OC,DC,
DC161,India,Swami Vivekananda,R-16-B,,G,OC,DC,
DC162,Naisadeeya Charitham,Shosharajasarma Regme,R-16-B,,G,OC,DC,
DC163,Brahmasutra Vrtti,Sadasivendra Saraswati,R-16-B,,G,OC,DC,
DC164,Naidhadha - Part 1 - Sarga 1-5,Mallinatha,R-16-B,,G,OC,DC,
DC165,Ratnavali,P.V.Ramanujaswami,R-16-B,,G,OC,DC,
DC166,The Kuvalayananda,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC167,Kumarasambhava Mahakavyam Canto 1,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC168,Karnabharam of Bhasa,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC169,Sri Ramacharita Manas (Sri Mani Ramdas Seva Trust) (Sundara Kandam),Unknown,R-16-B,,G,OC,DC,
DC17,Sri Vishnu Sahasranama,Swami Tapasyananda,R-16-A,,G,OC,DC,
DC170,Naganandanam,M.K.Jagannatha Raja,R-16-B,,G,OC,DC,
DC171,Sri Ramacharita Manas (Sri Mani Ramdas Seva Trust) (Sundara Kandam),Unknown,R-16-B,,G,OC,DC,
DC172,Isavasya Upanishad,Swami Sarvananda,R-16-B,,G,OC,DC,
DC173,Madhyama Vyayoga of Bhasa,T.K.Ramchandra Aiyyar,R-16-B,,G,OC,DC,
DC174,Mimamsa Paribhasha,Gangachara Misra,R-16-B,,G,OC,DC,
DC175,Vedanta Sara (Advaita Ashrama),Swami Nikhilananda,R-16-B,,G,OC,DC,
DC176,Vedanta Sara (Advaita Ashrama),Swami Nikhilananda,R-16-B,,G,OC,DC,
DC177,Vedanta Saram,Sri Sadanandar,R-16-B,,G,OC,DC,
DC178,Vedanta Saram,Sri Sadanandar,R-16-B,,G,OC,DC,
DC179,Kumarasambhava Mahakavyam ( Prathama Sarga ),Sesharaja Sharma Regmi,R-16-B,,G,OC,DC,
DC18,Sri Vishnu Sahasranama,Swami Tapasyananda,R-16-A,,G,OC,DC,
DC180,Samkshepa Ramayanam,Dr.K.Prashanth,R-16-B,,G,OC,DC,
DC181,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC182,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC183,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC184,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC185,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC186,Sivaleelarnavam,Dr.Devi Prasad Sharma,R-16-B,,G,OC,DC,
DC187,New Vistas In English Prose,Steuart H King,R-16-B,,G,OC,DC,
DC188,Thoni Vilakku (Dhanya Loka),P.S.Subramania Sastri,R-16-B,,G,OC,DC,
DC189,Thoni Vilakku (Dhanya Loka),P.S.Subramania Sastri,R-16-B,,G,OC,DC,
DC19,Dhaturupa Manjari (R.S.Vadhyar & Sons),Unknown,R-16-A,,G,OC,DC,
DC190,Kiratarjuniyam,M.R.Kale,R-16-B,,G,OC,DC,
DC191,Sakuntala Caritam,Dr.R.Thiyagarajan,R-16-B,,G,OC,DC,
DC192,Vedartha Sangraha,S.S.Raghavachar,R-16-C,,G,OC,DC,
DC193,Vedanta Paribhasha,Swami Madhavananda,R-16-C,,G,OC,DC,
DC194,Vedanta Paribhasha,Swami Madhavananda,R-16-C,,D,OC,DC,
DC195,Vedanta Paribhasha,Swami Madhavananda,R-16-C,,D,OC,DC,
DC196,Vedartha Sangraha,Veerapuram Sadagopachariar,R-16-C,,G,OC,DC,
DC197,Vedanta Paribhasha,Swami Madhavananda,R-16-C,,G,OC,DC,
DC198,Brahma Sutra Sankara Bhasyam (Motilal Banarasidas),Unknown,R-16-C,,G,OC,DC,
DC199,Srimad Vishnu Tattva Nirnaya,S.S.Raghavachar,R-16-C,,D,OC,DC,
DC2,Srimad Valmiki Ramayana - Part 2 (Gita Press),Unknown,R-16-A,,G,OC,DC,
DC20,Dhaturupa Manjari (R.S.Vadhyar & Sons),Unknown,R-16-A,,G,OC,DC,
DC200,Kadambari Sangraha(Uttara Bhaga),R.V.Krishnamachariar,R-16-C,,D,OC,DC,
DC201,Laghu Kadambari Sangraha,R.V.Krishnamachariar,R-16-C,,G,OC,DC,
DC202,Kadambari Sangraha & Kumara Sambhava (7Th Canto),R.V.Krishnamachariar,R-16-C,,D,OC,DC,
DC203,Kadambari Sangraha & Kumara Sambhava (7Th Canto),R.V.Krishnamachariar,R-16-C,,D,OC,DC,
DC204,Laghu Kadambari Sangraha,R.V.Krishnamachariar,R-16-C,,D,OC,DC,
DC205,Kadambari,Unknown,R-16-C,,D,OC,DC,
DC206,Gitagovind of Jayadeva,Mangesh Ramakrishna Telang,R-16-C,,TBR,OC,DC,
DC207,Smruti Manjari,M. Ramanata Deekshita,R-16-C,,G,OC,DC,
DC208,Samasmartaprayoga Manjari,M. Ramanata Deekshita,R-16-C,,G,OC,DC,
DC209,Laghu Prayoga Manjari,M. Ramanata Deekshita,R-16-C,,G,OC,DC,
DC21,Sivalilarnavam,R Balakrishna Sastri,R-16-A,,G,OC,DC,
DC210,Higher Sanskrit Grammar,M.R.Kale,R-16-C,,TBR,OC,DC,
DC211,Vykarana Mahabhasyam,Madhusudhana Mishra,R-16-C,,G,OC,DC,
DC212,Samskritasri Patamala - 1 (Sanskrit Educational Soceity),Unknown,R-16-C,,G,OC,DC,
DC213,Sivananda Lahari,Swami Tapasyananda,R-16-C,,G,OC,DC,
DC214,Sakuntala Charitam,Dr. R. Thiagarajan,R-16-C,,G,OC,DC,
DC215,Sabda Manjari ( R.S. Vadhyar & Sons),Unknown,R-16-C,,G,OC,DC,
DC216,Saral Sanskrit Balabodh,Jayantkrishna K Dave,R-16-C,,G,OC,DC,
DC217,A Sanskrit Manual,R. Antoine,R-16-C,,D,OC,DC,
DC218,First Book of Sanskrit 2,R G Bhandarkar,R-16-C,,D,OC,DC,
DC219,Datu Mala Part 1,S.V.Radhakrishna Sastri,R-16-C,,G,OC,DC,
DC22,Sivalilarnavam,R Balakrishna Sastri,R-16-A,,G,OC,DC,
DC220,Journal of Sukrtindra Oriental Research Institute (April 2001),,R-16-C,,G,OC,DC,
DC221,Gita For Everyday Living - Dec 2008 - Vedanta Kesari,Unknown,R-16-C,,G,OC,DC,
DC222,"Summary of Papers (Dept of Sanskrit, Vivekananda College)",Unknown,R-16-C,,G,OC,DC,
DC223,Bhagavad Gita For Students,Swami Atmashraddhananda,R-16-C,,G,OC,DC,
DC224,Pattinatharin Thayanbu,M.R.Ramanan,R-16-C,,G,OC,DC,
DC225,Subhasitani (Percepts Part 2 ),Nannilam Rajgopala Ganapadigal,R-16-C,,G,OC,DC,
DC226,Veda Society Modernity,Dr.C.M.Neelakandan,R-16-C,,G,OC,DC,
DC227,Samskritasri - Monthly Journal Feb 2008 (Sanskrit Educational Soceity),Unknown,R-16-C,,G,OC,DC,
DC228,Philosophy of Sri Narayana Guru,P.K.Sasidharan Nair,R-16-C,,G,OC,DC,
DC229,Ratnatraya Pariksha,Appayya Dikshithar,R-16-C,,G,OC,DC,
DC23,Sivalilarnavam,R Balakrishna Sastri,R-16-A,,G,OC,DC,
DC230,Saagarikam,Sagarika Samithi,R-16-C,,D,OC,DC,
DC231,Gita For Everyday Living - Vedanta Kesari,Unknown,R-16-C,,G,OC,DC,
DC232,Sama Kalina Bhartiya Sahityam ( Nov Dec 2003) ( Sampadana Mandal),Unknown,R-16-C,,G,OC,DC,
DC233,Bioethics And Environment,M.Gabriel & Others,R-16-C,,G,OC,DC,
DC234,Aryabhivinaya,Satyananda Sastri,R-16-C,,G,OC,DC,
DC235,Samkhya Karika,Swami Virupakshananda,R-16-C,,G,OC,DC,
DC236,Manitha Valamum Masu Kattupadum (Tamil),Murugesan,R-16-C,,G,OC,DC,
DC237,Visvagunadarsha Champu,Surendranath Sastri,R-16-C,,G,OC,DC,
DC238,Stotra Mala,Ganapati Sastri,R-16-C,,G,OC,DC,
DC239,Natya Rasangal (Tamil),Dr. K. Prasanth,R-16-C,,G,OC,DC,
DC24,Sri Vishnu Sahasranamam (Slokas),Unknown,R-16-A,,G,OC,DC,
DC240,Tarka Sangraha,Ramachandra J Vyakarana Acharya,R-16-C,,G,OC,DC,
DC241,Bhagavan Ramakrishnar ( R K Math ),Unknown,R-16-C,,G,OC,DC,
DC242,Naatya Ragasiyangal,Dr. K. Prasanth,R-16-C,,G,OC,DC,
DC243,Sinjiniyam,A.S.Subbukrishna Srowthy,R-16-C,,G,OC,DC,
DC244,Janaka Janantham,Kalya Lakshmi Nrsimha,R-16-C,,G,OC,DC,
DC245,Nilakanata Vijaya,Sankara Rama Sastri,R-16-C,,G,OC,DC,
DC246,Samskrithasri ( Aug 2003 ),Unknown,R-16-C,,G,OC,DC,
DC247,Vidyavahini,Dr. N.Umamaheswari,R-16-C,,G,OC,DC,
DC248,Sri Balasaparya,S.V.Radhakrishna Sastri,R-16-C,,G,OC,DC,
DC249,Subhashitha Sampuja ( Bhavanand Gandhi Centre For Science And Human Values),Unknown,R-16-C,,G,OC,DC,
DC25,Sri Vishnu Sahasranamam (Slokas),Unknown,R-16-A,,G,OC,DC,
DC250,Kambaramayanam (Vardhamanan Publications),Unknown,R-16-C,,G,OC,DC,
DC251,The Ethical Philosophy of Gita,P.N.Srinivasachari,R-16-C,,G,OC,DC,
DC252,Shree Lipi 6.0 (User Manual),Sree,R-16-C,,G,OC,DC,
DC253,Shree Lipi 6.0 (User Manual) (Tamil Viram),Sree,R-16-C,,G,OC,DC,
DC254,Dhanyaloka Prathama Utyotaga (Bengali),Unknown,R-16-C,,G,OC,DC,
DC255,Shishubalavadam ( Prathama Sarga) (Bengali),Unknown,R-16-C,,G,OC,DC,
DC256,Samskrita Sahitya Hasya Rasa (Sanskrit College Calcutta),Unknown,R-16-C,,G,OC,DC,
DC257,Kathopanishad,Unknown,R-16-C,,G,OC,DC,
DC258,Patanjali Yogasutras,Swami Prabhavananda,R-16-C,,G,OC,DC,
DC259,Kumara Sambhavam Mahakavyam,Sesharaja Sarma Regame,R-16-C,,G,OC,DC,
DC26,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC260,Kumara Sambhavam Mahakavyam,Sesharaja Sarma Regame,R-16-C,,G,OC,DC,
DC261,Universal Ethics & Moral Conduct,Swami Vivekananda,R-16-C,,G,OC,DC,
DC262,The Friend of All,Swami Vivekananda,R-16-C,,G,OC,DC,
DC263,Neethineri And Nannadathai,Swami Vivekananda,R-16-C,,G,OC,DC,
DC264,Neethineri And Nannadathai,Swami Vivekananda,R-16-C,,G,OC,DC,
DC265,Neethineri And Nannadathai,Swami Vivekananda,R-16-C,,G,OC,DC,
DC266,India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC267,India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC268,The Friend of All,Swami Vivekananda,R-16-C,,G,OC,DC,
DC269,The Friend of All,Swami Vivekananda,R-16-C,,G,OC,DC,
DC27,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC270,Universal Ethics & Moral Conduct,Swami Vivekananda,R-16-C,,G,OC,DC,
DC271,Universal Ethics & Moral Conduct,Swami Vivekananda,R-16-C,,G,OC,DC,
DC272,Universal Ethics & Moral Conduct,Swami Vivekananda,R-16-C,,G,OC,DC,
DC273,Mundakopanishad (Mercury Printers),Unknown,R-16-C,,G,OC,DC,
DC274,Kumarasambhava,Sankara Rama Sastri,R-16-C,,G,OC,DC,
DC275,Swami Vivekananda On India And Her Problems,Swami Vivekananda,R-16-C,,G,OC,DC,
DC276,Swami Vivekananda On India And Her Problems,Swami Vivekananda,R-16-C,,G,OC,DC,
DC277,Sri Patanjali Yoga Sutram,Chandra Gandhan,R-16-C,,G,OC,DC,
DC278,To The Youth of India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC279,To The Youth of India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC28,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC280,India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC281,India,Swami Vivekananda,R-16-C,,G,OC,DC,
DC282,Mundakopanishad,Swami Gambhirananda,R-16-C,,G,OC,DC,
DC283,Mundakopanishad,Swami Sarvananda,R-16-C,,G,OC,DC,
DC284,Patanjali Yogasutras,Swami(Devi) Vasanthananda,R-16-C,,G,OC,DC,
DC285,Lalitopahkhyana,Tnk Tirumulpad,R-16-C,,G,OC,DC,
DC286,A Book of Narrative Verse,V.H.Collins,R-16-C,,G,OC,DC,
DC287,Shimad Bhagavata,Navneetpriya Sastri,R-16-C,,G,OC,DC,
DC288,Kalyana Shri Hanuman Angha,Swamy Ramasugadass,R-16-D,,G,OC,DC,
DC289,Kalyana Shri Ganesha Angha,Chinmanalal Goswamy,R-16-D,,G,OC,DC,
DC29,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC290,Srimad Bhagavatam (Vol 1 Skandha 1 To 7),T R Krishnancharya,R-16-D,,G,OC,DC,
DC291,Srimad Bhagavatam (Vol 1 Skandha 8 To 12),T R Krishnancharya,R-16-D,,G,OC,DC,
DC292,Srimad Bhagavat Gita,Sri Jayadayal Goyanthaka,R-16-D,,G,OC,DC,
DC293,Samskritha Bakthamala Praramba,Unknown,R-16-D,,G,OC,DC,
DC294,Proceedings of National Seminar On 'Introduction In Science Degree Course',Ministry of Science And Technology,R-16-D,,G,OC,DC,
DC295,Kalyana Narasimha Purana Angha,Chinmanalal Goswamy,R-16-D,,G,OC,DC,
DC296,Kalyana Srivishnu Purana Angha,Chinmanalal Goswamy,R-16-D,,G,OC,DC,
DC297,Kalyana Vamana Purana Angha,Shri Hanuman Prasad,R-16-D,,G,OC,DC,
DC298,Sri Skanda Mahapurana Angha Satika Arabhyate,Unknown,R-16-D,,G,OC,DC,
DC299,Sri Skanda Mahapurana Angha Sampoornam,Unknown,R-16-D,,G,OC,DC,
DC3,Patanjaliand Mahabhasya Vol 6,P.S.Subramanya Sastri,R-16-A,,G,OC,DC,
DC30,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC300,Srimath Bhagavatha Mahapurana (Gita Press),Unknown,R-16-D,,G,OC,DC,
DC301,Srimath Bhagavatha Mahapurana (Skandha -10 Vol-3),Mallampalli Sarabeswara Sarma,R-16-D,,G,OC,DC,
DC302,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 4),N.C.V.Narasimhacharya,R-16-D,,G,OC,DC,
DC303,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 8),N.C.V.Narasimhacharya,R-16-D,,G,OC,DC,
DC304,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 1 Vol -1 ),Dr P. Radhakrishna Sarma,R-16-D,,G,OC,DC,
DC305,Srimath Bhagavatha Mahapuranam,Navaneetha Priya Jestarama Sastri,R-16-D,,G,OC,DC,
DC306,Srimad Bhagavat Gita (Gita Press),Unknown,R-16-D,,G,OC,DC,
DC307,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 10 Vol 2),N.C.V.Narasimhacharya,R-16-D,,G,OC,DC,
DC308,Proceedings of All India Sanskrit Conference On Golden Age of Sanskrit (Vivekananda College),Unknown,R-16-D,,G,OC,DC,
DC309,Ulagirkku Indiyavin Seithi,Swami Vivekananda,R-16-D,,G,OC,DC,
DC31,Aditya Hrudayam (Little Flower & Co),Unknown,R-16-A,,G,OC,DC,
DC310,Sisupalavadha (Canto - 1),T K Ramachandra Iyer,R-16-D,,G,OC,DC,
DC311,Sahitya Darpana,Kaviraja Viswanadh Mahapatra,R-16-D,,G,OC,DC,
DC312,Sahitya Darpana,Kaviraja Viswanadh Mahapatra,R-16-D,,G,OC,DC,
DC313,Sandhvani,Visvavara Hari Samstan,R-16-D,,G,OC,DC,
DC314,Vaishanavasammelanam,Ministry of Human Resource Development,R-16-D,,G,OC,DC,
DC315,In Search of God,Swami Vivekananda,R-16-D,,G,OC,DC,
DC316,Rajayoga,Swami Vivekananda,R-16-D,,G,OC,DC,
DC317,Mundakopanishad,Swami Sarvananda,R-16-D,,G,OC,DC,
DC318,Kerala Bhasana of Ramachandra Makhin,E R Ramabai,R-16-D,,G,OC,DC,
DC319,Kalasala Patha Mala,Kalasandesam,R-16-D,,G,OC,DC,
DC32,Nalopakhyanam (R.S.Vadhyar & Sons),Unknown,R-16-A,,G,OC,DC,
DC320,Sakharika,Ramaji Upadhyayaga,R-16-D,,G,OC,DC,
DC321,Geakwadand Oriental Series,B. Bhatacharya,R-16-D,,G,OC,DC,
DC322,The Journal of Oriental Research,S. Kuppuswamy Sastri,R-16-D,,G,OC,DC,
DC323,Kumara Sambhava,Kalidasa,R-16-D,,G,OC,DC,
DC324,Samkhya System,Berri Dalla Keith,R-16-D,,G,OC,DC,
DC325,Kirardarjuna,Ramdass Aiyyangar,R-16-D,,G,OC,DC,
DC326,Vedanta Concepts And Application,Unknown,R-16-E,,G,OC,DC,
DC327,Patanjali Yoga Sutras,Swami Prabhavananda,R-16-E,,G,OC,DC,
DC328,The Perfect Harmony,Gulabrao Maharaj,R-16-E,,G,OC,DC,
DC329,Role of Hinduism In 21St Century,Anandshankar Pandey,R-16-E,,G,OC,DC,
DC33,Nalopakhyanam (R.S.Vadhyar & Sons),Unknown,R-16-A,,G,OC,DC,
DC330,Tonivilakku,P.S.Subramanya Sastri,R-16-E,,G,OC,DC,
DC331,Srimad Adivan Sadavairigadyam,Sri Srinivasachariar,R-16-E,,G,OC,DC,
DC332,Facts of Consciuousness (Infinity Foundation),Unknown,R-16-E,,G,OC,DC,
DC333,Nidan ( Journal of 1992 Vol 5 Dept of Hindu Studies),Unknown,R-16-E,,G,OC,DC,
DC334,Sangraha Ramayanam ( Bala Kandam),N.T Srinivasa Aiyangar,R-16-E,,G,OC,DC,
DC335,Sitaramah,Unknown,R-16-E,,G,OC,DC,
DC336,Satyabishekah,Unknown,R-16-E,,G,OC,DC,
DC337,Nidan ( Journal of 1993 Dept of Hindu Studies),Unknown,R-16-E,,G,OC,DC,
DC338,Nidan ( Journal of 1994 Dept of Hindu Studies),Unknown,R-16-E,,G,OC,DC,
DC339,Nidan ( Journal of 1989 Dept of Hindu Studies),Unknown,R-16-E,,G,OC,DC,
DC34,Hamsasandesa ( Chowkhamba),Unknown,R-16-A,,G,OC,DC,
DC340,Sangraha Chandra Puja Vidanam,S.Sitaraman,R-16-E,,G,OC,DC,
DC341,Sadabisheka Vaibhavam,S.Sitaraman,R-16-E,,G,OC,DC,
DC342,Tattvaloka,Unknown,R-16-E,,G,OC,DC,
DC343,Sri Yogalakshmi Narasimha Subrapatham,K.Srinivasan,R-16-E,,G,OC,DC,
DC344,Suvarnamala Sthuthih,Unknown,R-16-E,,G,OC,DC,
DC345,Savpna Vasavadattam ( R.S.Vadhyar & Sons),Unknown,R-16-E,,G,OC,DC,
DC346,Sahitya Sopanani,Emani Satyanarayana Murthi,R-16-E,,G,OC,DC,
DC347,Bhagavad Gita As It Is,Swami Prabhupada,R-16-E,,G,OC,DC,
DC348,Madhyama Vyayayoga,T.K.Ramachandra Aiyyar,R-16-E,,G,OC,DC,
DC349,Hamsasandesa,Lakshmi Prapanna Sarma,R-16-E,,G,OC,DC,
DC35,Hamsasandesa ( Chowkhamba),Unknown,R-16-A,,G,OC,DC,
DC350,Universal Ethics And Moral Conduct,Swami Vivekananda,R-16-E,,G,OC,DC,
DC351,Swami Ramakrishnananda ( R K Math),Unknown,R-16-E,,G,OC,DC,
DC352,My Idea of Education,Swami Vivekananda,R-16-E,,G,OC,DC,
DC353,Awakening India,Swami Vivekananda,R-16-E,,G,OC,DC,
DC354,Tattvaloka,Unknown,R-16-E,,G,OC,DC,
DC355,Sriramakrishna Peroli,Kalyani Venkataraman,R-16-E,,G,OC,DC,
DC356,Swami Ramakrishnananda,Swami Tapasyananda,R-16-E,,G,OC,DC,
DC357,Swami Vivekananda Life & Teachings,Brahmachary Amal,R-16-E,,G,OC,DC,
DC358,Swami Vivekananda Life & Teachings,Brahmachary Amal,R-16-E,,G,OC,DC,
DC359,Rig Veda - A Study of 40 Hymns,Nagesh D Sonde,R-16-E,,G,OC,DC,
DC36,Hamsasandesa ( Chowkhamba),Unknown,R-16-A,,G,OC,DC,
DC360,Sri Vaikanansa Bhagavad Sastram,"Dr.S,Muthu",R-16-E,,G,OC,DC,
DC361,Rkmvc All India Sanskrit Conference 1982,Unknown,R-16-E,,G,OC,DC,
DC362,Vairagyashatakam,Swami Madhavananda,R-16-E,,G,OC,DC,
DC363,Srimad Valmiki Ramayanam (Vadhyar & Sons),Unknown,R-16-E,,G,OC,DC,
DC364,Dasanathu Atmanubhavam 1St Part,Guhadas,R-16-E,,G,OC,DC,
DC365,Sri Chaitanya Lilamrutha Sara ( Gowdiya Mutt),Unknown,R-16-E,,G,OC,DC,
DC366,Srimad Bhagavad Gita ( Vani Vilas Press),Unknown,R-16-E,,D,OC,DC,
DC367,Kathakalkshepa,Dr.Pramila Gurumurthy,R-16-E,,G,OC,DC,
DC368,Champu Ramayana ( Chowkambha),Sri Ramachandra Misrah,R-16-E,,G,OC,DC,
DC369,Suvarnamala Sthuthih,Unknown,R-16-E,,G,OC,DC,
DC37,Learn To Live Volume 1,Dr.N.Thirumaleshwar Bhat,R-16-A,,G,OC,DC,
DC370,Sri Bhuvanesvari Astotra Sada Namavali,Unknown,R-16-E,,G,OC,DC,
DC371,Puja Paddathi,Unknown,R-16-E,,D,OC,DC,
DC372,Sundara Kandah,Srinivasa Sastrilu,R-16-E,,G,OC,DC,
DC373,Sri Ramacharita Manas,Goswami Tulasidas,R-16-E,,G,OC,DC,
DC374,The Little Mansa,Goswami Tulasidas,R-16-E,,G,OC,DC,
DC375,Poetics And Pieces In Sanskrit,V.A.Sharma,R-16-E,,G,OC,DC,
DC376,Sri Venkateswara Vibho Tava Subrabatham,V.A.Sharma,R-16-E,,G,OC,DC,
DC377,Sri Ramacharita Manas (Sundara Kandam),Goswami Tulasidas,R-16-E,,G,OC,DC,
DC378,Sri Vaishnava Samhita,Sri Krishna Premi Swamigal,R-16-E,,G,OC,DC,
DC379,Srimad Bhagavatam (Text),Unknown,R-16-E,,G,OC,DC,
DC38,Learn To Live Volume 2,Dr.N.Thirumaleshwar Bhat,R-16-A,,G,OC,DC,
DC380,Abhirami Andadhi,Unknown,R-16-E,,G,OC,DC,
DC381,"Thiruvembavai, Thirupalli Ezhuchi And Thiruppavai",Unknown,R-16-E,,D,OC,DC,
DC382,Bhaja Govindam ( R K Math),Swami Nikhilananda,R-16-E,,G,OC,DC,
DC383,Samskrita Ranga Annual Felicitation Volume,Unknown,R-16-E,,G,OC,DC,
DC384,Narayaneeyam,S.Anantharama Dikshithar,R-16-E,,G,OC,DC,
DC385,Rasagangadhara ( Chowkhamba) Athisayoktyacakaradhi Sampath Paryantha,Unknown,R-16-E,,G,OC,DC,
DC386,Rasagangadhara ( Chowkhamba) Dvitiyananasyptprakashanirupananthah,Unknown,R-16-E,,G,OC,DC,
DC387,Shri Malavikagnimitram Yuddha Kandam (R.S Vadhyar & Sons),Unknown,R-16-E,,D,OC,DC,
DC388,Power Thyself,Dr.R.Venkataraman,R-16-E,,G,OC,DC,
DC389,Sanskrit Drama In Aesthetics & Production,Dr.V.Raghavan,R-16-E,,G,OC,DC,
DC39,A Short Story of Sanskrit Literature,T.K.Ramachandra Aiyar,R-16-A,,G,OC,DC,
DC390,Dipikaprakasa (Vol 1),Dr.S.Sankaranarayanan,R-16-E,,G,OC,DC,
DC391,Shaping The Personality - Vedanta Kesari,,R-17-A,,G,OC,DC,
DC392,Ayiram Amutha Thuligal,Swami Ramasukhadas,R-17-A,,G,OC,DC,
DC393,Unmaiyana Sugam,Swami Ramasukhadas,R-17-A,,G,OC,DC,
DC394,Mahangaludaiya Amudha Mozhigal,Sri Hanuman Prasad Potthar,R-17-A,,G,OC,DC,
DC395,Sethu Bandhanam,R.A.Subbarayalu,R-17-A,,G,OC,DC,
DC396,Sethu Bandhanam (Second Part),R.A.Subbarayalu,R-17-A,,G,OC,DC,
DC397,Sethu Bandhanam (Third Part),R.A.Subbarayalu,R-17-A,,G,OC,DC,
DC398,Sauvarnika ( Sri Chandrasekharendra Viswa Mahavidyalaya),Unknown,R-17-A,,G,OC,DC,
DC399,Abhinava Gupta (Chowkhamba ),K.C.Pandey,R-17-A,,G,OC,DC,
DC4,Patanjaliand Mahabhasya Vol 6,P.S.Subramanya Sastri,R-16-A,,G,OC,DC,
DC40,Anaivarukkum Neethi Neri Matrum Nannadathai,Swami Vivekananda,R-16-A,,G,OC,DC,
DC400,Sri Thulasi Ramayanam,Sri Swaminatha Athreya,R-17-A,,G,OC,DC,
DC401,Abhijnana Sakuntalam,Unknown,R-17-A,,TBR,OC,DC,
DC402,Balasamasya,Bhakta,R-17-A,,G,OC,DC,
DC403,Dileep Vol1 No 5,Unknown,R-17-A,,G,OC,DC,
DC404,Dileep Vol1 No 1,Unknown,R-17-A,,G,OC,DC,
DC405,Shankaragrantavalih,Unknown,R-17-A,,D,OC,DC,
DC406,Rati Vijayam,Ramaswamy Sastri,R-17-A,,G,OC,DC,
DC407,Sabdarupavali,T R Krishnacharya,R-17-A,,G,OC,DC,
DC408,Sanskrit Reader 2 ( R S Vadhyar & Sons),K.L.V.Shastri,R-17-A,,G,OC,DC,
DC409,Madhyama Datrupavali,T.R.Krishnacharya,R-17-A,,G,OC,DC,
DC41,Anaivarukkum Neethi Neri Matrum Nannadathai,Swami Vivekananda,R-16-A,,G,OC,DC,
DC410,Vikramorvasiyam,Vasudev Laxman Sastri Pansikar,R-17-A,,G,OC,DC,
DC411,A Guide To Sanskrit Primer,Gekisondas Gangadas Bhakta,R-17-A,,D,OC,DC,
DC412,Venisamhara,K.N.Dravid,R-17-A,,G,OC,DC,
DC413,Vikramorvasiyam,Unknown,R-17-A,,D,OC,DC,
DC414,Abhijnana Sakuntalam,Sankara Rama Sastri,R-17-A,,D,OC,DC,
DC415,Science And Relegion(Advaita Ashrama),Swami Ranganathananda,R-17-A,,G,OC,DC,
DC416,Practical Vedanta And Science of Values (Advaita Ashrama),Swami Ranganathananda,R-17-A,,G,OC,DC,
DC417,Swami Vivekanandaand Contribution To Present Age,Swami Satprakashananda,R-17-A,,G,OC,DC,
